City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
579,Largo,US,27.9095,-82.7873,93.2,59,0,10.0,clear sky
580,Prieska,ZA,-29.6641,22.7474,61.3,38,0,4.5,clear sky
581,Abalak,RU,58.1286,68.5944,64.62,61,99,10.22,overcast clouds
582,Lima,PE,-12.0432,-77.0282,61.39,40,100,6.91,overcast clouds
583,Bardiyah,LY,31.7561,25.0865,71.06,57,0,3.98,clear sky
584,Novyy Urengoy,RU,66.0833,76.6333,40.06,72,11,7.49,few clouds
585,Pocone,BR,-16.2567,-56.6228,86.13,38,9,4.21,clear sky
586,Tahta,EG,26.7693,31.5021,82.06,16,0,9.26,clear sky
587,Romitan,UZ,39.9343,64.3814,78.75,31,0,13.8,clear sky
588,Ahar,IR,38.4774,47.0699,48.04,82,98,6.78,overcast clouds
589,Damavand,IR,35.7178,52.065,55.81,51,0,7.47,clear sky
590,Umm Lajj,SA,25.0213,37.2685,80.55,54,0,4.88,clear sky
591,Kovdor,RU,67.5662,30.4758,45.54,69,96,4.16,overcast clouds
592,Iralaya,HN,15.0,-83.2333,81.18,83,99,13.04,overcast clouds
593,Saurimo,AO,-9.6608,20.3916,62.71,41,44,4.36,scattered clouds
594,Khash,IR,28.2211,61.2158,78.13,23,0,4.65,clear sky
595,Ravar,IR,31.2656,56.8055,78.13,11,0,8.05,clear sky
596,Minna,NG,9.6139,6.5569,85.71,74,0,3.44,clear sky
597,Minab,IR,27.1467,57.0801,87.21,49,0,1.05,clear sky
598,Biograd Na Moru,HR,43.9433,15.4519,63.3,75,73,3.6,broken clouds
599,Njombe,TZ,-9.3333,34.7667,56.21,91,99,4.54,overcast clouds
600,Ozinki,RU,51.1786,49.6769,44.1,69,9,4.45,clear sky
601,Requena,ES,39.4883,-1.1004,52.52,61,36,6.26,scattered clouds
602,Uruguaiana,BR,-29.7547,-57.0883,62.53,100,100,11.5,thunderstorm with light rain
603,Altay,CN,47.8667,88.1167,72.95,33,100,1.74,overcast clouds
604,Kulhudhuffushi,MV,6.6221,73.07,82.02,78,100,11.5,overcast clouds
605,Ghatampur,IN,26.1667,80.1667,88.09,31,0,3.36,clear sky
606,Tromso,NO,69.6496,18.957,55.42,50,0,8.05,clear sky
607,Igrim,RU,63.1906,64.4162,56.79,83,100,10.85,overcast clouds
608,Talara,PE,-4.5772,-81.2719,72.36,68,0,13.8,clear sky
609,Crestview,US,30.7621,-86.5705,82.31,74,75,13.8,broken clouds
610,Safranbolu,TR,41.2508,32.6942,52.11,79,0,0.51,clear sky
611,Kang,BW,-23.6752,22.7876,61.77,34,0,3.44,clear sky
612,Mwinilunga,ZM,-11.7358,24.4293,55.09,52,5,1.99,clear sky
613,Kasongo-Lunda,CD,-6.4667,16.8167,73.45,75,72,1.32,broken clouds
614,Kamuli,UG,0.9472,33.1197,62.92,96,87,1.74,overcast clouds
615,Vila Do Maio,CV,15.1333,-23.2167,72.39,79,10,13.53,clear sky
616,Pelym,RU,61.0108,61.9978,57.69,95,100,4.79,light rain
617,Dole,FR,47.0833,5.5,60.42,63,0,6.91,clear sky
618,Margate,GB,51.3813,1.3862,56.7,84,22,3.0,few clouds
619,Bonthe,SL,7.5264,-12.505,76.21,88,100,8.52,moderate rain
620,Dogondoutchi,NE,13.6393,4.0287,96.73,20,36,4.7,scattered clouds
621,Mazagao,BR,-0.115,-51.2894,84.25,93,11,3.94,few clouds
622,Krasnoborsk,RU,61.5598,45.934,39.87,96,99,3.06,overcast clouds
623,Kalmunai,LK,7.4167,81.8167,78.19,86,100,8.28,overcast clouds
624,Oranjemund,NA,-28.55,16.4333,54.91,93,4,3.83,clear sky
625,Keti Bandar,PK,24.1447,67.4497,82.18,84,1,18.16,clear sky
626,Delhi,IN,28.6667,77.2167,89.31,89,20,4.61,mist
627,Tabuk,PH,17.4189,121.4443,74.68,92,70,3.89,broken clouds
628,Zonguldak,TR,41.25,31.8333,50.88,86,4,4.63,clear sky
629,Cascais,PT,38.6979,-9.4215,66.94,56,0,21.0,clear sky
630,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,79.07,72,49,0.13,scattered clouds
631,Orapa,BW,-21.2833,25.3667,62.8,39,0,7.07,clear sky
632,Raudeberg,NO,61.9875,5.1352,48.87,86,98,12.41,overcast clouds
633,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,13.8,scattered clouds
634,Kaduqli,SD,11.0167,29.7167,87.21,37,97,5.55,overcast clouds
635,Dasoguz,TM,41.8363,59.9666,66.15,48,0,9.22,clear sky
636,Herat,AF,34.5,62.0,67.87,40,50,29.17,scattered clouds
637,Pitimbu,BR,-7.4706,-34.8086,75.79,86,100,11.27,light rain
638,Matay,EG,28.419,30.7792,78.84,32,0,14.2,clear sky
639,Colares,PT,38.7992,-9.4469,66.76,59,0,21.0,clear sky
640,Springdale,US,36.1867,-94.1288,69.93,72,40,16.11,scattered clouds
641,Quilmana,PE,-12.95,-76.3833,67.57,76,44,4.23,scattered clouds
642,Muravlenko,RU,63.7898,74.523,50.05,53,85,14.88,overcast clouds
643,Mbekenyera,TZ,-10.0,38.9833,66.96,96,10,2.73,clear sky
644,Sandnessjoen,NO,66.0217,12.6316,51.91,64,0,8.05,clear sky
645,Mangan,IN,27.5167,88.5333,70.16,93,100,2.86,overcast clouds
646,Ustye,RU,59.6304,39.736,36.23,89,98,6.26,overcast clouds
647,San Ramon,US,37.7799,-121.978,100.81,29,0,13.8,clear sky
648,Nuuk,GL,64.1835,-51.7216,38.01,60,20,4.61,few clouds
649,Zvishavane,ZW,-20.3267,30.0665,60.76,49,0,2.06,clear sky
650,Nokaneng,BW,-19.6667,22.2667,58.57,39,0,1.5,clear sky
651,Sokoni,TZ,-6.4333,39.55,79.97,79,69,12.8,broken clouds
652,Moen,NO,69.1304,18.6123,56.12,54,75,2.3,broken clouds
653,Tema,GH,5.667,-0.0166,81.01,83,40,6.91,scattered clouds
654,Donskoye,RU,45.4552,41.9741,57.33,85,54,7.99,broken clouds
655,Lewisburg,US,35.4492,-86.7889,76.75,73,75,16.11,broken clouds
656,Melnikovo,RU,56.5558,84.085,55.26,69,0,8.32,clear sky
657,Kapoeta,SS,4.7717,33.5903,71.24,71,100,2.35,overcast clouds
658,Fossombrone,IT,43.6908,12.8127,70.32,84,96,2.91,overcast clouds
659,Mitsamiouli,KM,-11.3847,43.2844,79.83,72,33,6.58,scattered clouds
660,Hurghada,EG,27.2574,33.8129,84.24,21,0,14.97,clear sky
661,Iskilip,TR,40.7353,34.4739,53.67,79,1,3.91,clear sky
662,Newry,GB,54.1784,-6.3374,46.06,92,18,7.29,few clouds
663,Laguna,US,38.421,-121.4238,102.29,20,0,9.22,clear sky
664,Mbalmayo,CM,3.5167,11.5,67.91,100,76,3.31,broken clouds
665,Soyo,AO,-6.1349,12.3689,74.28,85,0,7.14,clear sky
666,Emba,KZ,48.8264,58.1442,52.99,61,61,10.36,broken clouds
667,Bracebridge,CA,45.0334,-79.3163,72.09,35,20,8.05,few clouds
668,Fort Payne,US,34.4442,-85.7197,70.81,76,100,8.05,overcast clouds
669,High Rock,BS,26.6208,-78.2833,84.22,69,78,13.87,broken clouds
670,Tabou,CI,4.423,-7.3528,77.85,83,70,6.46,light rain
671,Nuevitas,CU,21.5453,-77.2644,81.46,67,16,13.51,few clouds
672,Grand-Santi,GF,4.25,-54.3833,74.25,97,82,2.64,broken clouds
673,Joshimath,IN,30.5667,79.5667,57.99,53,6,3.36,clear sky
674,Karaton,ID,-6.3424,106.1045,74.12,93,99,1.12,overcast clouds
675,Inirida,CO,3.8653,-67.9239,77.54,94,97,2.42,overcast clouds
676,Nueva Guinea,NI,11.6876,-84.4562,82.62,73,96,6.6,overcast clouds
677,San Lazaro,BZ,18.0387,-88.6622,85.46,66,100,10.78,overcast clouds
678,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,81.14,51,61,4.63,broken clouds
679,Sangueya,GN,10.7,-14.3667,75.4,91,100,3.51,light rain
680,Kidal,ML,18.4411,1.4078,88.84,31,90,11.27,overcast clouds
681,Tyukhtet,RU,56.5389,89.3011,52.07,77,0,7.96,clear sky
682,Aracruz,BR,-19.8203,-40.2733,72.61,87,9,2.53,clear sky
683,Dwarka,IN,22.2394,68.9678,81.72,82,6,15.39,clear sky
684,Cervo,ES,43.6702,-7.4101,56.97,88,16,2.93,few clouds
685,Manthani,IN,18.65,79.6667,88.09,43,39,3.65,scattered clouds
686,Samana,DO,19.2056,-69.3369,86.22,74,40,11.5,scattered clouds
687,Orcopampa,PE,-15.2661,-72.3417,50.92,30,71,7.81,broken clouds
688,Napasar,IN,27.9667,73.55,84.38,29,0,8.75,clear sky
689,Elizabethtown,US,37.694,-85.8591,80.58,57,75,19.57,broken clouds
690,Priladozhskiy,RU,59.85,31.4833,42.53,1,92,6.38,overcast clouds
691,Bronnoysund,NO,65.4625,12.1997,50.0,71,0,3.44,clear sky
692,Mossendjo,CG,-2.9506,12.7261,68.31,98,72,3.36,broken clouds
693,Urdoma,RU,61.7533,48.5442,40.1,97,56,1.77,broken clouds
694,Littlehampton,GB,50.8069,-0.5378,57.97,87,6,14.99,clear sky
695,Romanovo,RU,52.6182,81.2271,58.96,67,5,7.07,clear sky
696,Sao Joao Nepomuceno,BR,-21.54,-43.0106,65.91,89,65,1.81,broken clouds
697,Payyannur,IN,12.1,75.2,79.59,90,77,5.5,broken clouds
698,Marsabit,KE,2.3284,37.9899,66.27,75,87,12.59,overcast clouds
699,Bastia,FR,42.6667,9.3333,69.3,91,75,2.3,broken clouds
700,Chokwe,MZ,-24.5333,32.9833,66.58,74,0,4.23,clear sky
